Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
modal-satin-sea-green-printed-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-09at14.23.06_1.jpg?v=1633962727,2,,,,,,,,,,,,,,,,,,,,,,
modal-satin-pastel-blue-printed-fabric,Modal Satin Pastel Blue Printed Fabric,<p>Modal Satin Printed Fabric</p>,Saroj Fabrics,,Printed Satin Linen,"44 Inch, Brown, FABRICS, New, New Jan 2021, Normal, Printed, Printed Satin Linen, ready, Satin Linen",TRUE,Title,Default Title,,,,,S853216,35,shopify,16,deny,manual,287.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-09at14.23.06_4.jpg?v=1633965125,1,,FALSE,Buy Model Satin Printed Fabric Online,,,,,,,,,,,,,,,,g,,,active
modal-satin-pastel-blue-printed-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-09at14.23.06_5.jpg?v=1633965156,2,,,,,,,,,,,,,,,,,,,,,,
modal-satin-grey-printed-fabric-1,Modal Satin Grey Printed Fabric.,<p>Modal Satin Printed Fabric</p>,Saroj Fabrics,,Printed Satin Linen,"44 Inch, Brown, FABRICS, New, New Jan 2021, Normal, Printed, Printed Satin Linen, ready, Satin Linen",TRUE,Title,Default Title,,,,,S853216,35,shopify,16,deny,manual,287.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-09at14.23.06_8.jpg?v=1634033382,1,,FALSE,Buy Model Satin Printed Fabric Online,,,,,,,,,,,,,,,,g,,,active
modal-satin-grey-printed-fabric-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-09at14.23.06_9.jpg?v=1634033400,2,,,,,,,,,,,,,,,,,,,,,,
modal-satin-light-yellow-printed-fabric,Modal Satin Light Yellow Printed Fabric,<p>Modal Satin Printed Fabric</p>,Saroj Fabrics,,Printed Satin Linen,"44 Inch, Brown, FABRICS, New, New Jan 2021, Normal, Printed, Printed Satin Linen, ready, Satin Linen",TRUE,Title,Default Title,,,,,S853216,35,shopify,11,deny,manual,287.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-09at14.23.06_10.jpg?v=1634033672,1,,FALSE,Buy Model Satin Printed Fabric Online,,,,,,,,,,,,,,,,g,,,active
modal-satin-light-yellow-printed-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-09at14.23.06_11.jpg?v=1634033689,2,,,,,,,,,,,,,,,,,,,,,,
modal-satin-off-white-printed-fabric-2,Modal Satin Off White Printed Fabric,<p>Modal Satin Printed Fabric</p>,Saroj Fabrics,,Printed Satin Linen,"44 Inch, Brown, FABRICS, New, New Jan 2021, Normal, Printed, Printed Satin Linen, ready, Satin Linen",TRUE,Title,Default Title,,,,,S853216,35,shopify,9,deny,manual,287.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-09at14.23.06_12.jpg?v=1634033936,1,,FALSE,Buy Model Satin Printed Fabric Online,,,,,,,,,,,,,,,,g,,,active
modal-satin-off-white-printed-fabric-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-09at14.23.06_13.jpg?v=1634033954,2,,,,,,,,,,,,,,,,,,,,,,
cotton-off-white-grey-fabric,Cotton Off White Grey Fabric,<p>Cotton   Fabric</p>,Saroj Fabrics,,Embroidered Cotton,"44 Inch, Embroidered, Embroidered Cotton, FABRICS, Light Peach, New July, Normal, Nude, Off White Grey, ready, White",TRUE,Title,Default Title,,,,,V119673,60,shopify,16,deny,manual,337.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-09at14.23.33.jpg?v=1634035205,1,,FALSE,Buy Cotton Embroidered Fabric Online,,,,,,,,,,,,,,,,g,,,active
cotton-off-white-grey-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-09at14.23.33_1.jpg?v=1634035223,2,,,,,,,,,,,,,,,,,,,,,,
chinnon-chiffon-embroidery-fabric,Chinnon Chiffon Embroidery Fabric,<p><br></p>,Saroj Fabrics,,Embroidered Chinon Chiffon,"44 Inch, Chiffon, Embroidered, Embroidered Chinon Chiffon, FABRICS, Fabrics of the Week, New Jan, Normal, ready, White, Yellow",TRUE,Title,Default Title,,,,,T015236,35,shopify,14,deny,manual,637.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-09at14.24.45_4.jpg?v=1634049643,1,,FALSE,Buy Yellow Chinnon Embroidery Fabric Online,"Yellow Chinnon Embroidery Fabric. Chiffon is a lightweight plain-woven fabric with a mesh-like weave that gives it a transparent appearance. The word Chiffon has a French origin which means a cloth. It a  from cotton, silk or synthetic fibers like nylon, rayon and polyester. We offer a blend of both polyester and pure chiffon blend with our embroideries.",,,,,,,,,,,,,,,g,,,active
chinnon-chiffon-embroidery-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-09at14.24.45_5.jpg?v=1634049657,2,,,,,,,,,,,,,,,,,,,,,,
raw-silk-embroidery-fabric-8,Raw Silk Embroidery Fabric,,Saroj Fabrics,,Embroidered Raw Silk,"44 Inch, Embroidered, Embroidered Raw Silk, FABRICS, New July, Normal, Raw Silk, ready",TRUE,Title,Default Title,,,,,T004171,60,shopify,16,deny,manual,537.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-09at14.25.38.jpg?v=1634131396,1,,FALSE,Buy Silk Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
raw-silk-embroidery-fabric-8,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-09at14.25.38_1.jpg?v=1634131423,2,,,,,,,,,,,,,,,,,,,,,,
cotton-silk-embroidery-fabric-1,Cotton Silk Embroidery Fabric,,Saroj Fabrics,,Embroidered Raw Silk,"44 Inch, Embroidered, Embroidered Raw Silk, FABRICS, New July, Normal, Raw Silk, ready",TRUE,Title,Default Title,,,,,T011890,60,shopify,16,deny,manual,537.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-09at14.25.38_2.jpg?v=1634131650,1,,FALSE,Buy Silk Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
cotton-silk-embroidery-fabric-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-09at14.25.38_3.jpg?v=1634131675,2,,,,,,,,,,,,,,,,,,,,,,
cotton-emb-fabric-7,Cotton Emb  Fabric,<p>Cotton   Fabric</p>,Saroj Fabrics,,Embroidered Cotton,"44 Inch, Embroidered, Embroidered Cotton, FABRICS, Light Peach, New July, Normal, Nude, ready, White",TRUE,Title,Default Title,,,,,GK337047,60,shopify,0,deny,manual,237.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-09at14.25.42.jpg?v=1634133195,1,,FALSE,Buy Cotton Embroidered Fabric Online,,,,,,,,,,,,,,,,g,,,active
cotton-emb-fabric-7,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-09at14.25.41_5.jpg?v=1634133209,2,,,,,,,,,,,,,,,,,,,,,,
chanderi-print-fabric-5,Chanderi  Print Fabric,<p>Chanderi Print Fabric</p>,Saroj Fabrics,,Chanderi Printed,"44 Inch, Beige, Blue Elephant And Leaf, Chanderi, Chanderi Printed, FABRICS, Normal, Printed, ready",TRUE,Title,Default Title,,,,,GK331243,35,shopify,16,deny,manual,837.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-09at14.25.42_1.jpg?v=1634133587,1,,FALSE,Buy Beige Chanderi With Blue Elephant And Leaf Print Fabric Online,,,,,,,,,,,,,,,,g,,,active
chanderi-print-fabric-5,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-09at14.25.42_2.jpg?v=1634133603,2,,,,,,,,,,,,,,,,,,,,,,
chinnon-chiffon-embroidery-fabric-1,Chinnon Chiffon Embroidery Fabric,,Saroj Fabrics,,Embroidered Chinon Chiffon,"44 Inch, Chiffon, Embroidered, Embroidered Chinon Chiffon, FABRICS, New Jan, Normal, ready, White, Yellow",TRUE,Title,Default Title,,,,,T015232,35,shopify,16,deny,manual,637.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-09at14.25.42_3.jpg?v=1634133843,1,,FALSE,Buy Yellow Chinnon Embroidery Fabric Online,"Yellow Chinnon Embroidery Fabric. Chiffon is a lightweight plain-woven fabric with a mesh-like weave that gives it a transparent appearance. The word Chiffon has a French origin which means a cloth. It a  from cotton, silk or synthetic fibers like nylon, rayon and polyester. We offer a blend of both polyester and pure chiffon blend with our embroideries.",,,,,,,,,,,,,,,g,,,active
chinnon-chiffon-embroidery-fabric-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-09at14.25.42_4.jpg?v=1634133857,2,,,,,,,,,,,,,,,,,,,,,,
chanderi-embroidery-fabric-10,Chanderi Embroidery Fabric,,Saroj Fabrics,,Embroidered Chanderi,"44 Inch, Chanderi, Embroidered, Embroidered Chanderi, FABRICS, New Jan 2021, Normal, ready",TRUE,Title,Default Title,,,,,GK336865,60,shopify,16,deny,manual,537.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-09at14.26.07.jpg?v=1634134189,1,,FALSE,Buy Chanderi Bandhani Embroidery Fabric Online,"Chanderi Embroidery Fabric. A beautiful blend of Cotton, Silk thread and zari results to Chanderi fabric. Chanderi fabric comes from a small town, Chanderi town in Madhya Pradesh. The fabric is a result of traditional methods of hand weaving that have been developed over the centuries and passed down through generations. Create your own designs by selecting our Chanderi embroideries in different shades of pastels and earthy colours, with a work of different embroidered coloured threads, patterns and designs.",,,,,,,,,,,,,,,g,,,active
chanderi-embroidery-fabric-10,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-09at14.25.42_5.jpg?v=1634134207,2,,,,,,,,,,,,,,,,,,,,,,
slub-silk-embroidery-fabric-11,Slub Silk  Embroidery Fabric,,Saroj Fabrics,,Embroidered Raw Silk,"44 Inch, Embroidered, Embroidered Raw Silk, FABRICS, Grey, New July, Normal, Raw Silk, ready",TRUE,Title,Default Title,,,,,GK337502,60,shopify,13,deny,manual,1137.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-15at16.58.03.jpg?v=1634306127,1,,FALSE,Buy Silk Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
slub-silk-embroidery-fabric-11,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-15at16.58.03_1.jpg?v=1634306170,2,,,,,,,,,,,,,,,,,,,,,,
slub-silk-embroidery-fabric-12,Slub Silk  Embroidery Fabric,,Saroj Fabrics,,Embroidered Raw Silk,"44 Inch, Embroidered, Embroidered Raw Silk, FABRICS, Grey, New July, Normal, Raw Silk, ready",TRUE,Title,Default Title,,,,,GK337502,60,shopify,16,deny,manual,1137.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-15at16.58.04.jpg?v=1634306449,1,,FALSE,Buy Silk Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
slub-silk-embroidery-fabric-12,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-15at16.58.03_2.jpg?v=1634306466,2,,,,,,,,,,,,,,,,,,,,,,
soft-silk-embroidery-fabric-7,Soft Silk  Embroidery Fabric,,Saroj Fabrics,,Embroidered Raw Silk,"44 Inch, Embroidered, Embroidered Raw Silk, FABRICS, Grey, New July, Normal, Raw Silk, ready",TRUE,Title,Default Title,,,,,,60,shopify,16,deny,manual,1237.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-15at16.58.13.jpg?v=1634306751,1,,FALSE,Buy Silk Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
soft-silk-embroidery-fabric-7,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-10-15at16.58.13_1.jpg?v=1634306767,2,,,,,,,,,,,,,,,,,,,,,,
cotton-printed-fabric-1,Cotton Printed  Fabric,<p> Cotton Fabric</p>,Saroj Fabrics,,Cotton Printed,"Blue, Cotton, Cotton Printed, FABRICS, Geometric Design, New May, Normal, ready, Summer",TRUE,Title,Default Title,,,,,S853056,40,shopify,5,deny,manual,112.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-09-10at15.32.53.jpg?v=1631715815,1,,FALSE,Buy Blue Geometric Design Cotton  Fabric Online,Blue Geometric Design Cotton  Fabric,,,,,,,,,,,,,,,g,,,active
cotton-printed-fabric-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-09-10at15.32.53_1.jpg?v=1631715829,2,,,,,,,,,,,,,,,,,,,,,,
cotton-printed-fabric-6,Cotton Printed  Fabric.,<p> Cotton Fabric</p>,Saroj Fabrics,,Cotton Printed,"Blue, Cotton, Cotton Printed, FABRICS, Geometric Design, New May, Normal, ready, Summer",TRUE,Title,Default Title,,,,,S853056,40,shopify,6,deny,manual,112.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-09-10at15.32.54.jpg?v=1631716025,1,,FALSE,Buy Blue Geometric Design Cotton  Fabric Online,Blue Geometric Design Cotton  Fabric,,,,,,,,,,,,,,,g,,,active
cotton-printed-fabric-6,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-09-10at15.32.54_1.jpg?v=1631716037,2,,,,,,,,,,,,,,,,,,,,,,
cotton-printed-fabric-8,Cotton  Printed Fabric,<p> Cotton Fabric</p>,Saroj Fabrics,,Cotton Printed,"Blue, Cotton, Cotton Printed, FABRICS, Geometric Design, New May, Normal, ready, Summer",TRUE,Title,Default Title,,,,,S853056,40,shopify,16,deny,manual,112.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-09-10at15.32.56.jpg?v=1631716248,1,,FALSE,Buy Blue Geometric Design Cotton  Fabric Online,Blue Geometric Design Cotton  Fabric,,,,,,,,,,,,,,,g,,,active
cotton-printed-fabric-8,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-09-10at15.32.55.jpg?v=1631716265,2,,,,,,,,,,,,,,,,,,,,,,
cotton-printed-fabric-11,Cotton Printed  Fabric,<p> Cotton Fabric</p>,Saroj Fabrics,,Cotton Printed,"Blue, Cotton, Cotton Printed, FABRICS, Geometric Design, New May, Normal, ready, Summer",TRUE,Title,Default Title,,,,,S853056,40,shopify,16,deny,manual,112.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-09-10at15.32.57.jpg?v=1631716442,1,,FALSE,Buy Blue Geometric Design Cotton  Fabric Online,Blue Geometric Design Cotton  Fabric,,,,,,,,,,,,,,,g,,,active
cotton-printed-fabric-11,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-09-10at15.32.56_1.jpg?v=1631716460,2,,,,,,,,,,,,,,,,,,,,,,
cotton-printed-fabric-12,Cotton Printed  Fabric.,<p> Cotton Fabric</p>,Saroj Fabrics,,Cotton Printed,"Blue, Cotton, Cotton Printed, FABRICS, Geometric Design, New May, Normal, ready, Summer",TRUE,Title,Default Title,,,,,S853056,40,shopify,0,deny,manual,112.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-09-10at15.32.57_1.jpg?v=1631716707,1,,FALSE,Buy Blue Geometric Design Cotton  Fabric Online,Blue Geometric Design Cotton  Fabric,,,,,,,,,,,,,,,g,,,active
cotton-printed-fabric-12,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-09-10at15.32.57_2.jpg?v=1631716720,2,,,,,,,,,,,,,,,,,,,,,,
cotton-printed-fabric-16,Cotton Printed  Fabric.,<p> Cotton Fabric</p>,Saroj Fabrics,,Cotton Printed,"Blue, Cotton, Cotton Printed, FABRICS, Geometric Design, New May, Normal, ready, Summer",TRUE,Title,Default Title,,,,,S853056,40,shopify,16,deny,manual,112.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-09-10at15.32.59.jpg?v=1631717177,1,,FALSE,Buy Blue Geometric Design Cotton  Fabric Online,Blue Geometric Design Cotton  Fabric,,,,,,,,,,,,,,,g,,,active
cotton-printed-fabric-16,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-09-10at15.32.59_1.jpg?v=1631717190,2,,,,,,,,,,,,,,,,,,,,,,
cotton-printed-fabric-17,Cotton Printed  Fabric,<p> Cotton Fabric</p>,Saroj Fabrics,,Cotton Printed,"Blue, Cotton, Cotton Printed, FABRICS, Geometric Design, New May, Normal, ready, Summer",TRUE,Title,Default Title,,,,,S853056,40,shopify,0,deny,manual,112.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-09-10at15.33.00.jpg?v=1631717362,1,,FALSE,Buy Blue Geometric Design Cotton  Fabric Online,Blue Geometric Design Cotton  Fabric,,,,,,,,,,,,,,,g,,,active
cotton-printed-fabric-17,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-09-10at15.32.59_2.jpg?v=1631717378,2,,,,,,,,,,,,,,,,,,,,,,
cotton-printed-fabric-20,Cotton Printed Fabric.,<p> Cotton Fabric</p>,Saroj Fabrics,,Cotton Printed,"Blue, Cotton, Cotton Printed, FABRICS, Geometric Design, New May, Normal, ready, Summer",TRUE,Title,Default Title,,,,,S853056,40,shopify,11,deny,manual,112.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-09-10at15.33.01.jpg?v=1631717545,1,,FALSE,Buy Blue Geometric Design Cotton  Fabric Online,Blue Geometric Design Cotton  Fabric,,,,,,,,,,,,,,,g,,,active
cotton-printed-fabric-20,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-09-10at15.33.00_1.jpg?v=1631717563,2,,,,,,,,,,,,,,,,,,,,,,
georgette-white-embroidery-fabric-3,Georgette  White Embroidery Fabric,<p>Georgette Embroidery Fabric.</p>,Saroj Fabrics,,Embroidered Georgette,"44 Inch, Embroidered, Embroidered Georgette, FABRICS, Georgette, Georgette Lucknowi, New, New Jan 2021, ready, White",TRUE,Title,Default Title,,,,,,60,shopify,14,deny,manual,537.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-09-20at13.16.39.jpg?v=1632142184,1,,FALSE,Buy Georgette Luckhnowi Embroidery Fabric Online,,,,,,,,,,,,,,,,g,,,active
georgette-white-embroidery-fabric-3,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-09-20at13.16.39_1.jpg?v=1632142203,2,,,,,,,,,,,,,,,,,,,,,,
silk-light-pink-printed-fabric,Silk Light Pink Printed Fabric,<p>Silk Light Pink Printed Fabric</p>,Saroj Fabrics,,Silk Printed,"44 Inch, FABRICS, Light Pink, Multi Colour, New Jan, Normal, Printed, ready, Slub Silk Printed",TRUE,Title,Default Title,,,,,V120661,35,shopify,0,deny,manual,437.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-09-20at13.17.02_6.jpg?v=1632147101,1,,FALSE,Buy Multicolor Slub Silk Printed Fabric Online,,,,,,,,,,,,,,,,g,,,active
silk-light-pink-printed-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-09-20at13.17.02_7.jpg?v=1632147118,2,,,,,,,,,,,,,,,,,,,,,,
cotton-off-white-embroidered-fabric,Cotton Off White Embroidered Fabric.,<p> Cotton Embroidered Fabric.</p>,Saroj Fabrics,,Embroidered Cotton,"44 Inch, Beige, Blue, Embroidered, Embroidered Cotton, FABRICS, New, New September, Normal, Off White, ready",FALSE,Title,Default Title,,,,,V120648,60,shopify,16,deny,manual,337.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-09-20at13.17.22.jpg?v=1632148891,1,,FALSE,Buy Blue with Beige Cotton Embroidered Fabric Online,,,,,,,,,,,,,,,,g,,,active
cotton-off-white-embroidered-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-09-20at13.17.22_1.jpg?v=1632148905,2,,,,,,,,,,,,,,,,,,,,,,
cotton-blue-printed-fabric-1,Cotton Blue Printed  Fabric.,<p> Cotton Fabric</p>,Saroj Fabrics,,Cotton Printed,"Blue, Cotton, Cotton Printed, FABRICS, Geometric Design, New May, Normal, ready, Summer",TRUE,Title,Default Title,,,,,'336384,40,shopify,16,deny,manual,137.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-09-25at16.03.43_1.jpg?v=1632750717,1,,FALSE,Buy Blue Geometric Design Cotton  Fabric Online,Blue Geometric Design Cotton  Fabric,,,,,,,,,,,,,,,g,,,active
cotton-blue-printed-fabric-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-09-25at16.03.43_2.jpg?v=1632750738,2,,,,,,,,,,,,,,,,,,,,,,
cotton-navy-blue-printed-fabric,Cotton Navy Blue Printed Fabric,<p> Cotton Fabric</p>,Saroj Fabrics,,Cotton Printed,"Blue, Cotton, Cotton Printed, FABRICS, Geometric Design, New May, Normal, ready, Summer",TRUE,Title,Default Title,,,,,'336384,40,shopify,16,deny,manual,137.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-09-25at16.03.43_3.jpg?v=1632751121,1,,FALSE,Buy Blue Geometric Design Cotton  Fabric Online,Blue Geometric Design Cotton  Fabric,,,,,,,,,,,,,,,g,,,active
cotton-navy-blue-printed-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-09-25at16.03.43_4.jpg?v=1632751139,2,,,,,,,,,,,,,,,,,,,,,,
satin-mango-yellow-printed-fabric,Satin Mango Yellow Printed Fabric.,<p>Cotton Satin Printed Fabric.</p>,Saroj Fabrics,,Cotton Satin Printed,"Cotton Satin, Cotton Satin Printed, FABRICS, Mango Yellow, New July, Normal, ready",TRUE,Title,Default Title,,,,,GK332051,40,shopify,16,deny,manual,337.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-09-25at16.03.50_3.jpg?v=1632752215,1,,FALSE,Buy Cotton Satin Printed Fabric Online,,,,,,,,,,,,,,,,g,,,active
satin-mango-yellow-printed-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-09-25at16.03.50_4.jpg?v=1632752229,2,,,,,,,,,,,,,,,,,,,,,,
cotton-satin-printed-fabric-3,Cotton Satin off white Printed Fabric,<p>Cotton Printed Fabric</p>,Saroj Fabrics,,Cotton Satin Printed,"44 Inch, Cotton, Cotton Printed, FABRICS, New July, Normal, Printed, ready",TRUE,Title,Default Title,,,,,GK334818,35,shopify,16,deny,manual,287.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-09-25at16.03.51_2.jpg?v=1632753698,1,,FALSE,Buy Cotton Printed Fabric Online,,,,,,,,,,,,,,,,g,,,active
cotton-satin-printed-fabric-3,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-09-25at16.03.51_3.jpg?v=1632753714,2,,,,,,,,,,,,,,,,,,,,,,
cotton-satin-blue-printed-fabric,Cotton Satin Blue Printed Fabric,<p>Cotton Satin Printed Fabric</p>,Saroj Fabrics,,Cotton Satin Printed,"Blue, Cotton Satin, Cotton Satin Printed, FABRICS, New July, Normal, ready",TRUE,Title,Default Title,,,,,T011568,40,shopify,16,deny,manual,287.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-09-25at16.04.19_1.jpg?v=1632757146,1,,FALSE,Buy Cotton Satin Printed Fabric Online,,,,,,,,,,,,,,,,g,,,active
cotton-satin-blue-printed-fabric,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0096/8264/9145/products/WhatsAppImage2021-09-25at16.04.19_2.jpg?v=1632757328,2,,,,,,,,,,,,,,,,,,,,,,
